pid,duration
1,8
2,2
3,10
4,6
5,9
6,10
7,8
8,2
9,6
10,10
11,9
12,2
13,8
14,9
15,1
16,5
17,4
18,2
19,9
20,2
21,2
22,9
23,3
24,4
25,2
26,6
27,7
28,7
29,4
30,7
31,8
32,1
33,9
34,2
35,2
36,5
37,4
38,3
39,8
40,5
41,1
42,5
43,5
44,10
45,6
46,6
47,1
48,10
49,2
50,2
51,3
52,1
53,6
54,9
55,6
56,8
57,7
58,6
59,5
60,7
61,3
62,2
63,5
64,5
65,6
66,9
67,3
68,6
69,5
70,9
71,10
72,10
73,9
74,4
75,5
76,7
77,3
78,7
79,4
80,7
81,3
82,9
83,7
84,7
85,1
86,7
87,5
88,3
89,3
90,3
91,1
92,8
93,7
94,3
95,4
96,6
97,8
98,2
99,3
100,5
101,6
102,8
103,5
104,10
105,7
106,3
107,1
108,3
109,2
110,9
111,4
112,9
113,4
114,6
115,4
116,1
117,2
118,4
119,8
120,10
121,6
122,8
123,3
124,9
125,6
126,5
127,10
128,2
129,4
130,10
131,9
132,6
133,4
134,3
135,1
136,10
137,9
138,4
139,5
140,8
141,6
142,1
143,3
144,6
145,1
146,2
147,8
148,10
149,9
150,5
151,8
152,4
153,3
154,2
155,9
156,3
157,7
158,4
159,9
160,8
161,2
162,9
163,2
164,3
165,10
166,3
167,5
168,3
169,2
170,4
171,2
172,8
173,4
174,5
175,9
176,2
177,4
178,8
179,5
180,3
181,9
182,2
183,4
184,7
185,7
186,2
187,7
188,8
189,8
190,3
191,1
192,5
193,7
194,4
195,10
196,10
197,9
198,6
199,8
200,4
201,1
202,4
203,3
204,6
205,6
206,4
207,3
208,5
209,5
210,6
211,1
212,1
213,1
214,4
215,7
216,4
217,10
218,7
219,9
220,8
221,7
222,7
223,3
224,3
225,3
226,6
227,5
228,8
229,4
230,10
231,4
232,4
233,3
234,10
235,2
236,9
237,1
238,10
239,2
240,10
241,1
242,6
243,5
244,2
245,4
246,5
247,1
248,9
249,9
250,8
251,5
252,9
253,9
254,4
255,6
256,2
257,4
258,5
259,8
260,7
261,5
262,1
263,1
264,10
265,9
266,10
267,8
268,2
269,10
270,6
271,1
272,10
273,8
274,3
275,6
276,4
277,10
278,2
279,5
280,4
281,4
282,9
283,7
284,9
285,5
286,4
287,3
288,7
289,8
290,9
291,10
292,7
293,9
294,1
295,3
296,2
297,3
298,3
299,2
300,2
301,2
302,2
303,9
304,5
305,3
306,4
307,7
308,2
309,5
310,7
311,7
312,7
313,6
314,2
315,5
316,5
317,7
318,7
319,3
320,7
