pid,duration
1,5
2,3
3,3
4,3
5,5
6,1
7,8
8,2
9,10
10,4
11,4
12,4
13,5
14,6
15,7
16,1
17,3
18,1
19,2
20,10
21,3
22,6
23,7
24,4
25,4
26,8
27,1
28,10
29,7
30,2
31,10
32,10
33,10
34,10
35,4
36,1
37,1
38,1
39,7
40,1
41,6
42,10
43,10
44,7
45,3
46,9
47,8
48,10
49,9
50,6
51,7
52,9
53,1
54,5
55,2
56,1
57,1
58,1
59,8
60,7
61,10
62,2
63,4
64,8
65,9
66,2
67,7
68,4
69,3
70,4
71,8
72,1
73,6
74,9
75,6
76,10
77,9
78,5
79,2
80,1
81,3
82,9
83,2
84,5
85,10
86,7
87,1
88,10
89,6
90,8
91,5
92,7
93,5
94,6
95,9
96,3
97,5
98,6
99,10
100,4
101,9
102,9
103,10
104,2
105,7
106,9
107,6
108,5
109,8
110,2
111,3
112,10
113,1
114,5
115,4
116,1
117,9
118,4
119,1
120,4
121,6
122,1
123,2
124,3
125,5
126,2
127,3
128,9
129,8
130,10
131,5
132,1
133,5
134,8
135,7
136,3
137,5
138,10
139,10
140,10
141,6
142,3
143,8
144,10
145,3
146,1
147,7
148,5
149,5
150,9
151,4
152,6
153,2
154,4
155,9
156,7
157,6
158,10
159,2
160,10
161,10
162,9
163,5
164,7
165,9
166,2
167,9
168,6
169,5
170,6
171,4
172,8
173,1
174,1
175,4
176,5
177,7
178,6
179,4
180,3
181,6
182,3
183,10
184,6
185,4
186,4
187,3
188,2
189,7
190,2
191,1
192,3
193,9
194,8
195,2
196,6
197,2
198,4
199,3
200,3
201,8
202,4
203,6
204,1
205,9
206,5
207,2
208,2
209,6
210,2
211,7
212,7
213,7
214,3
215,9
216,10
217,5
218,5
219,9
220,8
221,6
222,7
223,9
224,5
225,9
226,1
227,10
228,1
229,1
230,7
231,2
232,10
233,7
234,9
235,2
236,3
237,5
238,3
239,3
240,9
241,8
242,8
243,8
244,5
245,10
246,4
247,7
248,3
249,10
250,6
251,6
252,7
253,1
254,2
255,3
256,7
257,6
258,10
259,4
260,2
261,9
262,6
263,9
264,1
265,5
266,9
267,2
268,1
269,4
270,2
271,7
272,1
273,10
274,4
275,6
276,8
277,3
278,7
279,10
280,2
281,2
282,5
283,3
284,9
285,10
286,2
287,10
288,10
289,5
290,7
291,5
292,8
293,1
294,9
295,5
296,4
297,8
298,6
299,4
300,5
301,4
302,2
303,1
304,1
305,7
306,4
307,2
308,10
309,2
310,10
311,8
312,10
313,2
314,3
315,9
316,5
317,4
318,5
319,5
320,4
321,10
322,6
323,9
324,7
325,4
326,6
327,5
328,4
329,4
330,9
331,9
332,4
333,7
334,4
335,5
336,4
337,2
338,8
339,5
340,6
341,8
342,2
343,8
344,5
345,9
346,3
347,6
