pid,duration
1,62
2,44
3,73
4,31
5,24
6,100
7,35
8,62
9,49
10,51
11,33
12,21
13,99
14,62
15,93
16,15
17,100
18,79
19,42
20,25
21,30
22,41
23,53
24,6
25,31
26,64
27,50
28,76
29,20
30,18
31,14
32,98
33,30
34,74
35,8
36,47
37,32
38,99
39,75
40,100
41,7
42,68
43,79
44,52
45,32
46,90
47,46
48,4
49,3
50,20
51,10
52,58
53,27
54,43
55,37
56,7
57,50
58,41
59,70
60,21
61,5
62,89
63,35
64,61
65,24
66,75
67,45
68,37
69,73
70,48
71,15
72,73
73,56
74,54
75,43
76,59
77,68
78,18
79,66
80,38
81,78
82,52
83,64
84,76
85,21
86,83
87,77
88,32
89,97
90,90
91,6
92,67
93,79
94,2
95,69
96,3
97,87
98,97
99,1
100,38
101,39
102,22
103,72
104,96
105,87
106,50
107,22
108,96
109,51
110,46
111,96
112,47
113,15
114,51
115,28
116,97
117,7
118,60
119,70
120,81
121,57
122,93
123,41
124,42
125,64
126,53
127,61
128,15
129,48
130,32
131,57
132,82
133,15
134,86
135,37
136,84
137,41
138,11
139,95
140,3
141,30
142,35
143,89
144,80
145,69
146,86
147,45
148,43
149,84
150,30
151,21
152,85
153,79
154,63
155,47
156,2
157,34
158,61
159,67
160,44
161,17
162,12
163,98
164,17
165,86
166,69
167,33
168,22
169,67
170,25
171,82
172,49
173,100
174,25
175,9
176,53
177,51
178,76
179,72
180,96
181,5
182,49
183,95
184,86
185,60
186,63
187,53
188,39
189,89
190,83
191,88
192,79
193,20
194,5
195,74
196,69
197,95
198,28
199,47
200,90
201,57
202,1
203,28
204,63
205,40
206,98
207,98
208,28
209,26
210,67
211,75
212,14
213,50
214,48
215,80
216,34
217,64
218,54
219,31
220,26
221,80
222,37
223,4
224,40
225,49
226,82
227,42
228,97
229,97
230,29
231,59
232,45
233,52
234,97
235,53
236,99
237,2
238,87
239,62
240,98
241,89
242,39
243,63
244,36
245,96
246,92
247,5
248,30
249,73
250,75
251,53
252,87
253,44
254,72
255,73
256,41
257,86
258,43
259,56
260,67
261,51
262,41
263,71
264,84
265,23
266,13
267,21
268,91
269,14
270,59
271,73
272,39
273,16
274,72
275,96
276,17
277,86
278,42
279,100
280,37
281,39
282,36
283,85
284,47
285,75
286,82
287,66
288,81
289,92
290,2
291,40
292,48
293,73
294,10
295,82
296,97
297,72
298,79
299,15
300,64
301,81
302,97
303,47
304,2
305,26
306,54
307,71
308,100
309,15
310,52
311,85
312,11
313,70
314,6
315,35
316,8
317,42
318,76
319,42
320,43
321,23
322,33
323,61
324,93
325,36
326,94
327,99
328,21
329,49
330,10
331,55
332,63
333,50
334,67
335,50
336,23
337,89
338,75
339,91
340,31
341,53
342,17
343,15
344,51
345,27
346,97
347,39
348,29
349,1
350,51
351,68
352,77
353,47
354,50
355,6
356,62
357,22
358,8
359,80
360,1
361,80
362,14
363,86
364,69
365,60
366,31
367,88
368,61
369,47
370,13
371,29
372,98
373,60
374,86
375,30
376,76
377,43
378,6
379,12
380,18
381,81
382,60
383,75
384,91
385,42
386,70
387,83
388,46
389,34
390,65
391,78
392,4
393,35
394,54
395,23
396,30
397,30
398,78
399,41
400,59
401,87
402,8
403,44
404,63
405,93
406,70
407,19
408,79
409,62
410,44
411,26
412,43
413,41
414,60
415,80
416,100
417,86
418,35
419,64
420,99
421,40
422,66
423,39
424,88
425,21
426,75
427,59
428,2
429,18
430,5
431,70
432,32
433,40
434,37
435,46
436,87
437,79
438,26
439,97
440,37
441,8
442,53
443,33
444,18
445,60
446,71
447,71
448,26
449,8
450,57
451,67
452,42
453,55
454,7
455,63
456,28
457,61
458,71
459,24
460,87
461,71
462,20
463,64
464,13
465,9
466,52
467,82
468,34
469,75
470,13
471,8
472,15
473,90
474,78
475,12
476,27
477,56
478,74
479,15
480,90
481,68
482,47
483,17
484,43
485,55
486,66
487,64
488,56
489,48
490,29
491,67
492,74
493,72
494,60
495,57
496,19
497,97
498,4
499,45
500,16
