pid,duration
1,47
2,91
3,92
4,86
5,89
6,97
7,19
8,78
9,77
10,58
11,100
12,80
13,84
14,11
15,14
16,58
17,96
18,87
19,18
20,62
21,44
22,28
23,3
24,4
25,74
26,44
27,68
28,5
29,89
30,52
31,62
32,95
33,8
34,33
35,10
36,91
37,15
38,2
39,4
40,78
41,90
42,87
43,83
44,34
45,24
46,93
47,88
48,88
49,97
50,82
51,31
52,97
53,47
54,33
55,42
56,16
57,87
58,72
59,23
60,35
61,21
62,39
63,51
64,72
65,3
66,54
67,10
68,80
69,75
70,40
71,15
72,4
73,49
74,15
75,82
76,54
77,16
78,21
79,72
80,5
81,67
82,20
83,39
84,86
85,23
86,57
87,69
88,57
89,82
90,87
91,48
92,61
93,5
94,65
95,14
96,63
97,8
98,2
99,93
100,39
101,38
102,40
103,17
104,18
105,70
106,26
107,12
108,14
109,66
110,61
111,21
112,34
113,79
114,28
115,1
116,46
117,58
118,27
119,79
120,78
121,41
122,76
123,63
124,62
125,44
126,83
127,96
128,10
129,36
130,21
131,96
132,45
133,84
134,2
135,65
136,54
137,72
138,61
139,83
140,17
141,72
142,8
143,85
144,66
145,87
146,84
147,21
148,96
149,61
150,72
151,82
152,25
153,10
154,25
155,71
156,91
157,27
158,23
159,82
160,1
161,30
162,52
163,35
164,27
165,4
166,46
167,57
168,89
169,46
170,51
171,7
172,29
173,70
174,57
175,66
176,25
177,45
178,66
179,55
180,70
181,49
182,80
183,74
184,11
185,12
186,85
187,67
188,30
189,64
190,86
191,2
192,22
193,32
194,52
195,53
196,84
197,18
198,85
199,67
200,89
201,87
202,92
203,79
204,86
205,58
206,8
207,61
208,23
209,11
210,45
211,53
212,23
213,48
214,49
215,8
216,87
217,17
218,13
219,17
220,1
221,78
222,24
223,18
224,71
225,91
226,86
227,81
228,83
229,51
230,11
231,93
232,44
233,81
234,69
235,13
236,21
237,80
238,94
239,2
240,32
241,23
242,82
243,38
244,91
245,73
246,24
247,5
248,96
249,61
250,58
251,56
252,48
253,76
254,51
255,69
256,15
257,84
258,50
259,37
260,29
261,60
262,36
263,84
264,49
265,63
266,60
267,73
268,12
269,49
270,70
271,10
272,5
273,76
274,48
275,1
276,85
277,33
278,32
279,52
280,8
281,61
282,4
283,92
284,8
285,61
286,41
287,94
288,20
289,19
290,10
291,19
292,24
293,89
294,31
295,78
296,99
297,17
298,16
299,78
300,8
301,68
302,88
303,28
304,18
305,23
306,13
307,84
308,36
309,84
310,22
311,4
312,51
313,15
314,66
315,49
316,85
317,22
318,17
319,16
320,25
321,45
322,41
323,34
324,2
325,33
326,17
327,42
328,29
329,91
330,90
331,64
332,85
333,81
334,94
335,99
336,62
337,19
338,63
339,64
340,3
341,84
342,27
343,46
344,43
345,13
346,45
347,32
348,100
349,56
350,73
351,7
352,54
353,98
354,92
355,82
356,87
357,2
358,6
359,18
360,33
361,65
362,86
363,87
364,94
365,60
366,7
367,72
368,20
369,39
370,88
371,40
372,89
373,68
374,82
375,33
376,12
377,46
378,88
379,5
380,69
381,87
382,93
383,12
384,81
385,83
386,2
387,16
388,1
389,97
390,38
391,76
392,70
393,53
394,9
395,23
396,24
397,30
398,61
399,7
400,2
401,52
402,77
403,3
404,55
405,64
406,44
407,7
408,48
409,17
410,76
411,92
412,88
413,23
414,9
415,90
416,27
417,77
418,66
419,39
420,63
421,56
422,61
423,39
424,53
425,49
426,90
427,55
428,84
429,1
430,79
431,25
432,66
433,61
434,49
435,50
436,32
437,81
438,44
439,91
440,60
441,95
442,94
443,45
444,69
445,14
446,35
447,6
448,67
449,21
450,65
451,8
452,41
453,100
454,12
455,37
456,28
457,55
458,56
459,3
460,20
461,40
462,19
463,6
464,20
465,98
466,47
467,89
468,23
469,78
470,92
471,26
472,54
473,90
474,42
475,45
476,47
477,12
478,50
479,20
480,11
481,16
482,43
483,77
484,80
485,56
486,94
487,39
488,21
489,33
490,45
491,65
492,83
493,14
494,10
495,95
496,29
497,84
498,17
499,64
500,13
501,21
502,66
503,37
504,17
505,32
506,43
507,98
508,82
509,34
510,85
511,96
512,43
513,79
514,24
515,21
516,14
517,91
518,83
519,84
520,54
521,71
522,9
523,21
524,16
525,48
526,36
527,64
528,50
529,8
530,8
531,38
532,88
533,3
534,64
535,76
536,12
537,61
538,98
539,74
540,64
541,58
542,79
543,54
544,72
545,13
546,26
547,57
548,19
549,8
550,17
551,93
552,61
553,86
554,68
555,68
556,18
557,46
558,43
559,51
560,24
561,48
562,88
563,45
564,58
565,28
566,12
567,57
568,14
569,55
570,42
571,69
572,4
573,39
574,62
575,59
576,12
577,52
578,87
579,60
580,86
581,40
582,87
583,74
584,56
585,51
586,66
587,5
588,52
589,26
590,14
591,21
592,95
593,78
594,56
595,83
596,38
597,72
598,1
599,90
600,82
601,9
602,7
603,49
604,50
605,71
606,72
607,91
608,38
609,84
610,83
611,34
612,28
613,75
614,19
615,25
616,26
617,8
618,74
619,76
620,4
621,95
622,10
623,96
624,12
625,4
626,52
627,2
628,32
629,98
630,82
631,75
632,24
633,95
634,81
635,28
636,58
637,64
638,50
639,26
640,87
641,41
642,98
643,71
644,29
645,23
646,60
647,48
648,4
649,99
650,40
651,93
652,47
653,78
654,76
655,46
656,32
657,25
658,91
659,69
660,32
661,15
662,50
663,30
664,2
665,48
666,28
667,90
668,17
669,91
670,2
671,63
672,94
673,6
674,21
675,52
676,22
677,90
678,91
679,68
680,53
681,7
682,34
683,26
684,73
685,86
686,55
687,6
688,74
689,14
690,21
691,99
692,14
693,73
694,12
695,61
696,37
697,6
698,4
699,59
700,85
701,99
702,11
703,26
704,34
705,13
706,62
707,26
708,81
709,81
710,20
711,92
712,95
713,63
714,18
715,45
716,33
717,87
718,50
719,100
720,89
721,51
722,40
723,77
724,11
725,52
726,75
727,53
728,8
729,24
730,53
731,51
732,35
733,59
734,83
735,28
736,66
737,74
738,20
739,51
740,33
741,1
742,86
743,64
744,38
745,59
746,43
747,28
748,58
749,67
750,77
751,26
752,48
753,22
754,85
755,61
756,24
757,59
758,30
759,14
760,56
761,21
762,66
763,96
764,44
765,29
766,55
767,94
768,63
769,63
770,18
771,88
772,20
773,15
774,100
775,83
776,8
777,7
778,66
779,43
780,29
781,55
782,30
783,19
784,1
785,87
786,32
787,78
788,15
789,15
790,78
791,26
792,79
793,66
794,54
795,57
796,65
797,96
798,28
799,77
800,64
801,19
802,96
803,80
804,79
805,67
806,93
807,51
808,25
809,4
810,58
811,69
812,89
813,65
814,8
815,94
816,87
817,26
818,70
819,20
820,30
821,90
822,84
823,99
824,12
825,71
826,73
827,95
828,23
829,49
830,71
831,27
832,49
833,98
834,27
835,32
836,98
837,15
838,62
839,10
840,65
841,61
842,47
843,7
844,46
845,22
846,18
847,3
848,14
849,84
850,68
851,47
852,58
853,85
854,7
855,69
856,18
857,66
858,67
859,4
860,89
861,76
