pid,duration
1,41
2,13
3,83
4,79
5,31
6,91
7,81
8,32
9,87
10,66
11,6
12,66
13,4
14,46
15,36
16,44
17,92
18,58
19,26
20,71
21,18
22,61
23,6
24,51
25,99
26,33
27,16
28,9
29,94
30,23
31,18
32,83
33,41
34,28
35,89
36,67
37,13
38,84
39,68
40,83
41,20
42,65
43,44
44,58
45,7
46,99
47,19
48,93
49,71
50,82
51,56
52,53
53,71
54,27
55,71
56,2
57,90
58,12
59,36
60,42
61,96
62,56
63,89
64,55
65,79
66,76
67,21
68,34
69,55
70,6
71,10
72,9
73,40
74,47
75,76
76,49
77,58
78,3
79,81
80,27
81,2
82,11
83,24
84,98
85,66
86,87
87,8
88,56
89,32
90,83
91,44
92,23
93,35
94,41
95,12
96,95
97,95
98,51
99,24
100,9
101,94
102,61
103,76
104,29
105,29
106,37
107,22
108,42
109,67
110,86
111,87
112,8
113,37
114,40
115,4
116,37
117,72
118,25
119,67
120,94
121,1
122,52
123,45
124,92
125,80
126,51
127,72
128,80
129,75
130,27
131,93
132,91
133,43
134,39
135,95
136,43
137,85
138,67
139,56
140,1
141,15
142,7
143,39
144,83
145,39
146,92
147,42
148,59
149,15
150,99
151,28
152,76
153,98
154,16
155,3
156,88
157,50
158,8
159,88
160,85
161,29
162,1
163,82
164,94
165,71
166,82
167,42
168,86
169,47
170,10
171,7
172,47
173,18
174,94
175,6
176,35
177,85
178,3
179,56
180,9
181,66
182,5
183,11
184,82
185,23
186,16
187,47
188,57
189,24
190,56
191,98
192,7
193,1
194,26
195,27
196,65
197,87
198,84
199,65
200,51
201,10
202,37
203,70
204,53
205,29
206,68
207,8
208,80
209,54
210,69
211,64
212,80
213,28
214,46
215,21
216,70
217,4
218,73
219,57
220,54
221,57
222,93
223,88
224,88
225,65
226,71
227,18
228,1
229,62
230,64
231,11
232,63
233,85
234,5
235,35
236,59
237,89
238,32
239,45
240,83
241,37
242,89
243,97
244,82
245,86
246,3
247,38
248,22
249,50
250,50
251,13
252,97
253,100
254,96
255,41
256,60
257,94
258,75
259,57
260,79
261,95
262,31
263,94
264,34
265,62
266,18
267,82
268,48
269,49
270,69
271,60
272,41
273,91
274,87
275,12
276,78
277,51
278,93
279,7
280,42
281,73
282,64
283,39
284,85
285,70
286,45
287,33
288,45
289,86
290,55
291,35
292,78
293,52
294,67
295,11
296,48
297,63
298,43
299,48
300,4
301,16
302,93
303,56
304,23
305,51
306,96
307,46
308,93
