pid,duration
1,310
2,98
3,5
4,125
5,342
6,807
7,969
8,769
9,859
10,40
11,498
12,247
13,747
14,220
15,434
16,353
17,541
18,560
19,573
20,116
21,122
22,136
23,602
24,141
25,825
26,102
27,288
28,605
29,66
30,781
31,790
32,610
33,459
34,704
35,421
36,957
37,461
38,689
39,344
40,443
41,351
42,38
43,850
44,828
45,701
46,713
47,842
48,184
49,794
50,514
51,867
52,702
53,363
54,538
55,555
56,690
57,751
58,904
59,992
60,983
61,958
62,429
63,258
64,556
65,991
66,603
67,11
68,789
69,833
70,851
71,508
72,508
73,489
74,390
75,255
76,460
77,958
78,931
79,796
80,405
81,731
82,712
83,240
84,457
85,785
86,147
87,676
88,635
89,523
90,931
91,753
92,270
93,177
94,360
95,425
96,388
97,313
98,453
99,316
100,453
101,830
102,327
103,363
104,793
105,33
106,26
107,675
108,613
109,902
110,741
111,544
112,735
113,262
114,485
115,978
116,447
117,816
118,303
119,291
120,485
121,826
122,589
123,335
124,207
125,205
126,224
127,570
128,81
129,137
130,703
131,21
132,818
133,582
134,334
135,935
136,238
137,619
138,500
139,529
140,176
141,1
142,85
143,756
144,56
145,765
146,91
147,593
148,482
149,96
150,646
151,692
152,839
153,937
154,132
155,479
156,423
157,761
158,804
159,141
160,150
161,290
162,331
163,482
164,270
165,633
166,512
167,626
168,536
169,1000
170,746
171,704
172,295
173,905
174,342
175,351
176,609
177,871
178,860
179,462
180,770
181,441
182,177
183,315
184,372
185,90
186,94
187,410
188,768
189,641
190,809
191,282
192,230
193,587
194,865
195,345
196,504
197,475
198,476
199,402
200,85
201,111
202,304
203,988
204,245
205,1
206,172
207,633
208,368
209,392
210,91
211,80
212,962
213,858
214,542
215,946
216,122
217,204
218,794
219,216
220,497
221,748
222,492
223,948
224,963
225,909
226,790
227,765
228,205
229,570
230,991
231,993
232,291
233,627
234,965
235,508
236,59
237,554
238,433
239,934
240,117
241,408
242,948
243,149
244,841
245,385
246,832
247,568
248,475
249,326
250,41
251,832
252,160
253,9
254,811
255,697
256,445
257,188
258,400
259,7
260,495
261,500
262,649
263,770
264,382
265,278
266,438
267,298
268,352
269,344
270,335
271,944
272,430
273,481
274,171
275,402
276,553
277,599
278,702
279,698
280,44
281,146
282,775
283,451
284,527
285,341
286,685
287,503
288,384
289,60
290,746
291,667
292,53
293,314
294,362
295,492
296,242
297,467
298,500
299,744
300,466
301,848
302,547
303,306
304,69
305,625
306,543
307,173
308,594
309,97
310,998
311,201
312,751
313,125
314,17
315,388
316,415
