pid,duration
1,134
2,357
3,172
4,149
5,947
6,901
7,875
8,759
9,493
10,787
11,181
12,172
13,302
14,777
15,621
16,335
17,20
18,352
19,908
20,748
21,490
22,792
23,358
24,537
25,820
26,104
27,922
28,326
29,755
30,112
31,671
32,933
33,359
34,129
35,112
36,701
37,348
38,543
39,940
40,345
41,722
42,929
43,696
44,511
45,751
46,608
47,132
48,864
49,792
50,51
51,537
52,521
53,989
54,279
55,471
56,725
57,485
58,554
59,935
60,593
61,777
62,982
63,470
64,969
65,159
66,973
67,325
68,875
69,411
70,225
71,416
72,445
73,423
74,483
75,721
76,849
77,251
78,176
79,640
80,23
81,342
82,197
83,186
84,522
85,275
86,100
87,513
88,706
89,363
90,105
91,450
92,358
93,179
94,731
95,157
96,574
97,229
98,804
99,165
100,641
101,276
102,964
103,79
104,425
105,308
106,746
107,584
108,729
109,381
110,839
111,342
112,333
113,402
114,729
115,712
116,978
117,517
118,424
119,131
120,452
121,464
122,271
123,186
124,128
125,556
126,947
127,616
128,899
129,149
130,952
131,748
132,73
133,243
134,428
135,369
136,558
137,278
138,488
139,938
140,156
141,304
142,639
143,283
144,29
145,338
146,795
147,352
148,625
149,203
150,688
151,441
152,623
153,181
154,238
155,680
156,308
157,90
158,879
159,424
160,716
161,271
162,894
163,837
164,103
165,844
166,753
167,247
168,172
169,260
170,787
171,180
172,300
173,382
174,88
175,398
176,975
177,913
178,270
179,404
180,276
181,774
182,99
183,498
184,230
185,508
186,332
187,130
188,403
189,895
190,391
191,954
192,760
193,852
194,468
195,793
196,562
197,322
198,833
199,538
200,992
201,321
202,541
203,492
204,890
205,909
206,838
207,39
208,367
209,425
210,972
211,47
212,78
213,483
214,682
215,514
216,694
217,799
218,738
219,619
220,835
221,467
222,104
223,523
224,745
225,790
226,414
227,378
228,129
229,711
230,61
231,575
232,699
233,808
234,837
235,972
236,596
237,873
238,414
239,487
240,252
241,72
242,200
243,914
244,708
245,115
246,659
247,622
248,552
249,156
250,533
251,853
252,764
253,673
254,314
255,725
256,909
257,954
258,237
259,802
260,254
261,551
262,786
263,939
264,110
265,94
266,234
267,905
268,496
269,175
270,27
271,783
272,327
273,84
274,947
275,222
276,854
277,440
278,918
279,338
280,149
281,653
282,974
283,195
284,941
285,385
286,802
287,493
288,904
289,580
290,819
291,7
292,441
293,879
294,355
295,810
296,512
297,569
298,690
299,877
300,807
301,793
302,901
303,641
304,746
305,184
306,380
307,146
308,13
309,814
310,114
311,48
312,629
313,45
314,376
315,254
316,816
317,749
318,777
319,675
320,471
321,757
322,213
323,116
324,300
325,973
326,802
327,145
328,201
329,155
330,538
331,897
332,954
333,837
334,195
335,555
336,140
337,818
338,790
339,55
340,911
341,263
342,328
343,118
344,474
345,376
346,388
347,642
348,620
349,723
350,374
351,900
352,951
353,970
354,64
355,388
356,202
357,858
358,331
359,684
360,45
361,284
362,308
363,906
364,300
365,747
366,75
367,46
368,228
369,607
370,528
371,378
372,549
373,288
374,904
375,575
376,586
377,121
378,7
379,278
380,585
381,439
382,684
383,997
384,861
385,674
386,943
387,912
388,524
389,91
390,461
391,121
392,84
393,346
394,34
395,139
396,701
397,111
398,679
399,189
400,190
401,633
402,779
403,462
404,735
405,63
406,168
407,1
408,790
409,904
410,960
411,230
412,160
413,344
414,690
415,625
416,447
417,776
418,754
419,610
420,671
421,516
422,546
423,32
424,912
425,909
426,560
427,75
428,824
429,770
430,738
431,953
432,767
433,698
434,105
435,775
436,195
437,465
438,565
439,955
440,188
441,258
442,290
443,885
444,65
445,430
446,671
447,110
448,354
449,749
450,375
451,372
452,558
453,140
454,831
455,734
456,419
457,765
458,641
459,577
460,126
461,317
462,604
463,352
464,233
465,941
466,709
467,46
468,293
469,355
470,913
471,669
472,393
473,312
474,792
475,881
476,674
477,166
478,531
479,927
480,651
481,374
482,780
483,515
484,892
485,943
486,252
487,972
488,369
489,820
490,2
491,492
492,188
493,104
494,46
495,213
496,500
497,273
498,328
499,35
500,610
501,217
502,222
503,772
504,527
505,999
506,215
507,456
508,534
509,772
510,301
511,302
512,45
513,948
514,779
515,642
516,357
517,122
518,45
519,160
520,132
521,47
522,574
523,529
524,827
525,155
526,675
527,546
528,397
529,418
530,827
531,809
532,875
533,989
534,673
535,326
536,59
537,320
538,51
539,541
540,394
541,327
542,707
543,155
544,228
545,214
546,380
547,469
548,634
549,322
550,410
551,841
552,315
553,708
554,680
555,443
556,802
557,184
558,169
559,956
560,314
561,803
562,197
563,41
564,874
565,869
566,244
567,953
568,592
569,555
570,301
571,987
572,738
573,205
574,499
575,564
576,554
577,184
578,175
579,78
580,724
581,728
582,502
583,850
584,345
585,436
586,719
587,627
588,585
589,346
590,698
591,353
592,176
593,510
594,10
595,317
596,512
597,651
598,599
599,486
600,796
601,848
602,343
603,84
604,238
605,659
606,839
607,928
608,118
609,67
610,340
611,538
612,425
613,992
614,767
615,39
616,787
617,359
618,543
619,378
620,411
621,752
622,485
623,667
624,154
625,149
626,829
627,552
628,682
629,999
630,500
631,870
632,472
633,657
634,800
635,492
636,405
637,411
638,145
639,131
640,746
641,568
642,371
643,179
644,319
645,909
646,434
647,683
648,588
649,569
650,16
651,729
652,734
653,838
654,35
655,498
656,162
657,77
658,796
659,335
660,89
661,611
662,542
663,309
664,251
665,445
666,533
667,80
668,641
669,240
670,216
671,804
672,752
673,733
674,100
675,441
676,69
677,877
678,776
679,734
680,76
681,412
682,692
683,325
684,30
685,376
686,284
687,914
688,979
689,166
690,521
691,608
692,263
693,738
694,380
695,687
696,943
697,464
698,533
699,550
700,163
701,851
702,648
703,979
704,682
705,796
706,695
707,226
708,765
709,637
710,523
711,321
712,714
713,512
714,318
715,349
716,977
717,786
718,417
719,878
720,788
721,866
722,754
723,246
724,27
725,867
726,847
727,811
728,419
729,981
730,290
731,618
732,479
733,495
734,792
735,525
736,808
737,347
738,329
739,692
740,104
741,313
742,819
743,976
744,683
745,16
746,952
747,578
748,238
749,746
750,15
751,741
752,165
753,293
754,100
755,588
756,172
757,763
758,150
759,587
760,366
761,74
762,365
763,245
764,719
765,360
766,583
767,740
768,26
769,719
770,65
771,40
772,339
773,236
774,656
775,99
776,827
777,11
778,326
779,846
780,920
781,184
782,415
783,276
784,251
785,763
786,22
787,544
788,596
789,519
790,635
791,288
792,303
793,861
794,87
795,961
796,533
797,728
798,972
799,542
800,93
801,646
802,927
803,847
804,732
805,657
806,589
807,791
808,208
809,611
810,426
811,876
812,668
813,861
814,755
815,18
816,550
817,150
818,557
819,286
820,914
821,895
822,45
823,192
824,360
825,676
826,219
827,262
828,349
829,45
830,221
831,361
832,891
833,812
834,971
835,966
836,585
837,246
838,656
839,70
840,663
841,463
842,757
843,949
844,92
845,746
846,946
847,405
848,596
849,559
850,372
851,176
852,202
853,611
854,346
855,715
856,46
857,729
858,602
859,983
860,120
861,453
862,513
863,67
864,4
865,731
866,431
867,136
868,834
869,926
870,286
871,681
872,303
873,316
874,486
875,695
876,960
877,131
878,84
879,577
880,601
881,2
882,996
883,622
884,857
885,537
886,569
887,973
888,764
889,503
890,988
891,400
892,468
893,662
894,47
895,217
896,642
897,771
898,658
899,820
900,184
901,406
902,283
903,866
904,576
905,950
906,305
907,496
908,12
909,814
910,777
911,574
912,269
913,715
914,882
915,158
916,175
917,209
918,753
919,835
920,465
921,957
922,99
923,555
924,666
925,718
926,912
927,858
928,562
929,588
930,207
931,245
932,748
933,682
934,911
935,577
936,356
937,208
938,268
939,653
940,52
941,300
942,497
943,932
944,610
945,639
946,325
947,482
948,639
949,272
950,901
951,526
952,496
953,72
954,837
955,445
956,742
957,637
958,345
959,183
960,194
961,980
962,441
963,12
964,47
965,913
966,899
967,768
968,455
969,248
970,502
971,50
972,157
973,967
974,420
975,424
976,523
977,80
978,484
979,1
980,778
981,452
982,949
983,48
984,552
985,242
986,480
987,765
988,742
989,665
990,599
991,29
992,645
993,832
994,618
995,228
996,753
997,606
998,847
999,126
1000,609
1001,190
1002,758
1003,467
1004,138
1005,292
1006,867
1007,411
1008,816
1009,472
1010,882
1011,237
1012,347
1013,40
1014,381
1015,546
1016,79
1017,670
1018,902
1019,645
1020,4
1021,538
1022,515
1023,57
1024,33
1025,631
1026,536
1027,474
1028,620
1029,877
1030,724
1031,609
1032,835
1033,615
1034,595
1035,287
1036,765
1037,739
1038,422
1039,77
1040,199
1041,941
1042,918
1043,450
1044,142
1045,173
1046,479
1047,140
1048,300
1049,963
1050,797
1051,251
1052,811
1053,267
1054,558
1055,778
1056,999
1057,961
1058,491
1059,133
1060,287
1061,32
1062,544
1063,19
1064,161
1065,418
1066,770
1067,807
