pid,duration
1,10
2,9
3,1
4,2
5,8
6,10
7,6
8,9
9,6
10,8
11,5
12,8
13,5
14,10
15,10
16,9
17,1
18,6
19,8
20,6
21,10
22,3
23,2
24,4
25,10
26,5
27,1
28,3
29,8
30,5
31,5
32,1
33,9
34,1
35,1
36,8
37,4
38,2
39,5
40,8
41,1
42,6
43,3
44,7
45,1
46,1
47,3
48,3
49,3
50,7
51,8
52,6
53,6
54,4
55,1
56,1
57,1
58,6
59,3
60,10
61,5
62,1
63,5
64,3
65,9
66,8
67,4
68,8
69,3
70,6
71,4
72,9
73,1
74,8
75,2
76,1
77,1
78,7
79,5
80,9
81,2
82,4
83,4
84,3
85,4
86,3
87,10
88,10
89,9
90,6
91,8
92,3
93,9
94,8
95,8
96,2
97,10
98,5
99,7
100,6
