pid,duration
1,8
2,8
3,5
4,6
5,9
6,2
7,6
8,6
9,9
10,8
11,2
12,5
13,6
14,8
15,1
16,6
17,8
18,10
19,5
20,5
21,7
22,3
23,10
24,7
25,3
26,8
27,10
28,4
29,7
30,8
31,8
32,6
33,2
34,6
35,3
36,8
37,8
38,9
39,2
40,5
41,1
42,9
43,8
44,10
45,6
46,4
47,1
48,8
49,9
50,1
51,4
52,3
53,9
54,1
55,6
56,8
57,2
58,1
59,1
60,7
61,7
62,3
63,7
64,10
65,1
66,10
67,5
68,9
69,9
70,9
71,3
72,7
73,2
74,7
75,1
76,8
77,2
78,10
79,2
80,6
81,8
82,10
83,10
84,4
85,1
86,7
87,10
88,10
89,4
90,10
91,10
92,4
93,2
94,9
95,6
96,4
97,8
98,3
99,9
100,3
