pid,duration
1,2
2,10
3,7
4,3
5,8
6,9
7,5
8,5
9,2
10,4
11,5
12,4
13,1
14,7
15,5
16,8
17,3
18,6
19,4
20,7
21,6
22,8
23,2
24,6
25,8
26,1
27,6
28,2
29,5
30,2
31,2
32,4
33,6
34,4
35,2
36,9
37,4
38,7
39,10
40,7
41,9
42,8
43,4
44,1
45,1
46,6
47,5
48,1
49,10
50,1
51,6
52,3
53,7
54,4
55,3
56,10
57,1
58,1
59,8
60,1
61,2
62,4
63,5
64,2
65,4
66,6
67,2
68,5
69,4
70,6
71,5
72,2
73,10
74,7
75,4
76,7
77,7
78,10
79,2
80,4
81,4
82,4
83,2
84,4
85,2
86,9
87,3
88,4
89,3
90,1
91,6
92,2
93,2
94,7
95,8
96,6
97,5
98,3
99,2
100,1
