pid,duration
1,845
2,389
3,851
4,90
5,979
6,979
7,400
8,468
9,559
10,724
11,976
12,179
13,251
14,297
15,280
16,508
17,165
18,723
19,44
20,670
21,285
22,619
23,80
24,970
25,209
26,226
27,824
28,221
29,909
30,838
31,559
32,103
33,427
34,973
35,497
36,50
37,505
38,704
39,342
40,402
41,301
42,205
43,631
44,79
45,758
46,568
47,626
48,904
49,409
50,656
51,868
52,826
53,408
54,585
55,115
56,32
57,972
58,961
59,874
60,985
61,903
62,192
63,85
64,987
65,478
66,521
67,450
68,862
69,529
70,722
71,316
72,50
73,84
74,481
75,899
76,43
77,240
78,843
79,763
80,781
81,278
82,579
83,414
84,370
85,928
86,770
87,623
88,106
89,924
90,31
91,366
92,969
93,629
94,351
95,818
96,7
97,439
98,856
99,302
100,757
101,790
102,37
103,390
104,631
105,555
106,108
107,258
108,36
109,952
110,36
111,963
112,635
113,958
114,26
115,534
116,960
117,891
118,127
119,293
120,655
121,946
122,719
123,262
124,608
125,66
126,169
127,383
128,417
129,260
130,867
131,294
132,915
133,49
134,466
135,945
136,535
137,228
138,390
139,153
140,120
141,728
142,44
143,385
144,244
145,496
146,701
147,324
148,115
149,97
150,115
151,329
152,182
153,250
154,225
155,235
156,35
157,142
158,971
159,355
160,139
161,891
162,337
163,166
164,689
165,647
166,184
167,469
168,514
169,711
170,128
171,195
172,371
173,631
174,173
175,728
176,683
177,270
178,792
179,86
180,950
181,325
182,51
183,298
184,401
185,808
186,187
187,512
188,875
189,150
190,543
191,437
192,672
193,82
194,531
195,739
196,964
197,306
198,57
199,651
200,173
201,868
202,828
203,734
204,327
205,429
206,560
207,297
208,884
209,421
210,735
211,169
212,774
213,161
214,804
215,892
216,301
217,729
218,330
219,234
220,141
221,43
222,515
223,518
224,55
225,802
226,974
227,193
228,811
229,189
230,254
231,927
232,40
233,678
234,224
235,163
236,693
237,403
238,484
239,707
240,621
241,759
242,141
243,837
244,8
245,304
246,187
247,666
248,839
249,296
250,584
251,713
252,734
253,914
254,666
255,506
256,893
257,645
258,463
259,287
260,825
261,502
262,203
263,737
264,332
265,734
266,639
267,353
268,6
269,218
270,588
271,11
272,904
273,280
274,207
275,569
276,41
277,383
278,423
279,398
280,977
281,720
282,402
283,631
284,341
285,498
286,294
287,476
288,722
289,130
290,674
291,855
292,845
293,442
294,936
295,884
296,977
297,317
298,661
299,784
300,241
301,799
302,401
303,222
304,471
305,47
306,694
307,154
308,535
309,899
310,645
311,474
312,21
313,318
314,627
315,214
316,920
317,795
318,73
319,94
320,688
321,851
322,426
323,337
324,102
325,514
326,724
327,906
328,999
329,260
330,511
331,106
332,154
333,549
334,278
335,104
336,507
337,641
338,955
339,619
340,219
341,463
342,725
343,746
344,546
345,624
346,777
347,805
348,456
349,770
350,964
351,631
352,42
353,465
354,461
355,50
356,945
357,520
358,380
359,765
360,292
361,532
362,708
363,102
364,586
365,688
366,440
367,183
368,675
