pid,duration
1,775
2,752
3,736
4,590
5,640
6,752
7,425
8,479
9,847
10,825
11,96
12,443
13,989
14,149
15,700
16,162
17,417
18,290
19,879
20,796
21,411
22,878
23,723
24,89
25,341
26,241
27,665
28,917
29,81
30,147
31,14
32,710
33,330
34,815
35,565
36,561
37,230
38,303
39,137
40,985
41,726
42,730
43,973
44,894
45,667
46,509
47,93
48,490
49,64
50,98
51,491
52,213
53,194
54,150
55,353
56,932
57,928
58,329
59,795
60,297
61,1
62,857
63,325
64,118
65,444
66,98
67,228
68,575
69,408
70,980
71,998
72,407
73,173
74,860
75,71
76,234
77,790
78,907
79,623
80,742
81,181
82,500
83,257
84,371
85,145
86,855
87,358
88,905
89,977
90,219
91,59
92,211
93,238
94,625
95,223
96,361
97,351
98,524
99,812
100,535
101,159
102,407
103,926
104,907
105,487
106,350
107,170
108,88
109,171
110,226
111,708
112,200
113,474
114,29
115,421
116,120
117,449
118,85
119,514
120,233
121,881
122,317
123,156
124,852
125,70
126,993
127,272
128,884
129,627
130,313
131,515
132,980
133,461
134,469
135,350
136,967
137,125
138,750
139,462
140,820
141,676
142,501
143,171
144,163
145,917
146,486
147,761
148,862
149,432
150,810
151,425
152,38
153,501
154,278
155,709
156,673
157,777
158,119
159,819
160,486
161,641
162,707
163,372
164,124
165,53
166,944
167,838
168,452
169,943
170,84
171,185
172,504
173,494
174,655
175,416
176,444
177,93
178,218
179,73
180,783
181,613
182,999
183,706
184,228
185,203
186,268
187,162
188,484
189,880
190,872
191,169
192,525
193,838
194,338
195,751
196,918
197,780
198,56
199,497
200,612
201,621
202,673
203,150
204,431
205,836
206,208
207,932
208,770
209,745
210,121
211,30
212,276
213,967
214,138
215,985
216,434
217,970
218,348
219,125
220,900
221,537
222,484
223,447
224,856
225,653
226,400
227,21
228,284
229,211
230,705
231,501
232,427
233,873
234,529
235,11
236,604
237,52
238,429
239,951
240,712
241,711
242,27
243,510
244,852
245,71
246,805
247,183
248,781
249,517
250,61
251,509
252,544
253,443
254,684
255,884
256,644
257,282
258,823
259,364
260,542
261,340
262,464
263,727
264,554
265,986
266,661
267,468
268,665
269,909
270,238
271,209
272,689
273,670
274,41
275,332
276,55
277,715
278,573
279,1
280,843
281,391
282,27
283,793
284,378
285,385
286,770
287,97
288,862
289,755
290,207
291,671
292,760
293,785
294,542
295,737
296,357
297,623
298,506
299,229
300,701
301,886
302,163
303,4
304,796
305,957
306,106
307,353
308,743
309,201
310,666
311,963
312,910
313,825
314,516
315,536
316,70
317,20
318,385
319,61
320,718
321,364
322,635
323,820
324,954
325,796
326,971
327,203
328,179
329,196
330,681
331,304
332,12
333,704
334,756
335,589
336,945
337,658
338,38
339,755
340,373
341,205
342,799
343,165
344,730
345,724
346,302
347,16
348,868
349,278
350,566
351,923
352,53
353,613
354,323
355,891
356,508
357,908
358,339
359,821
360,494
361,28
362,145
363,562
364,410
365,390
366,25
367,602
368,716
369,163
370,496
371,761
372,244
373,133
374,624
375,676
376,424
377,945
378,15
