pid,duration
1,481
2,257
3,71
4,799
5,700
6,418
7,457
8,682
9,622
10,448
11,139
12,958
13,355
14,977
15,298
16,909
17,319
18,295
19,836
20,702
21,347
22,54
23,710
24,387
25,545
26,354
27,532
28,681
29,957
30,928
31,40
32,530
33,788
34,486
35,553
36,164
37,407
38,898
39,810
40,421
41,774
42,802
43,278
44,917
45,550
46,763
47,439
48,299
49,829
50,128
51,445
52,161
53,8
54,469
55,352
56,294
57,841
58,367
59,749
60,866
61,182
62,462
63,728
64,71
65,21
66,319
67,73
68,938
69,906
70,847
71,785
72,909
73,964
74,16
75,489
76,90
77,378
78,143
79,488
80,269
81,881
82,629
83,885
84,756
85,721
86,602
87,778
88,140
89,83
90,532
91,792
92,837
93,224
94,695
95,159
96,598
97,239
98,160
99,667
100,749
101,205
102,946
103,728
104,162
105,340
106,916
107,940
108,998
109,162
110,623
111,581
112,920
113,84
114,843
115,819
116,621
117,613
118,731
119,204
120,810
121,813
122,92
123,653
124,184
125,896
126,952
127,433
128,337
129,689
130,538
131,150
132,107
133,169
134,336
135,147
136,74
137,390
138,132
139,784
140,988
141,138
142,455
143,821
144,918
145,261
146,310
147,100
148,636
149,947
150,34
151,431
152,801
153,563
154,420
155,475
156,897
157,241
158,499
159,605
160,396
161,885
162,761
163,935
164,601
165,599
166,539
167,376
168,465
169,277
170,192
171,509
172,237
173,88
174,140
175,875
176,744
177,575
178,955
179,61
180,538
181,820
182,546
183,243
184,880
185,625
186,371
187,775
188,913
189,664
190,118
191,585
192,28
193,66
194,453
195,434
196,316
197,650
198,916
199,403
200,827
201,760
202,68
203,599
204,60
205,346
206,6
207,262
208,628
209,886
210,768
211,930
212,127
213,681
214,666
215,814
216,166
217,197
218,164
219,46
220,635
221,633
222,273
223,510
224,570
225,237
226,131
227,993
228,16
229,493
230,835
231,385
232,944
233,129
234,881
235,826
236,68
237,750
238,803
239,733
240,712
241,671
242,202
243,770
244,814
245,168
246,62
247,547
248,647
249,960
250,839
251,424
252,151
253,16
254,916
255,401
256,134
257,85
258,501
259,364
260,670
261,697
262,120
263,568
264,604
265,495
266,817
267,227
268,819
269,658
270,641
271,491
272,884
273,717
274,108
275,678
276,103
277,943
278,830
279,180
280,971
281,216
282,158
283,276
284,446
285,437
286,780
287,521
288,771
289,200
290,53
291,746
292,883
293,396
294,103
295,776
296,646
