pid,duration
1,744
2,283
3,983
4,985
5,952
6,879
7,961
8,364
9,949
10,910
11,682
12,158
13,127
14,902
15,298
16,684
17,145
18,484
19,615
20,529
21,143
22,529
23,431
24,940
25,990
26,158
27,221
28,666
29,298
30,250
31,798
32,26
33,476
34,556
35,198
36,240
37,24
38,738
39,589
40,705
41,77
42,884
43,790
44,201
45,205
46,502
47,452
48,32
49,682
50,323
51,581
52,222
53,745
54,621
55,821
56,317
57,364
58,592
59,11
60,154
61,526
62,513
63,258
64,624
65,170
66,264
67,231
68,784
69,981
70,658
71,325
72,540
73,169
74,676
75,306
76,966
77,834
78,285
79,831
80,412
81,760
82,872
83,269
84,203
85,585
86,987
87,234
88,531
89,753
90,889
91,734
92,5
93,85
94,826
95,422
96,618
97,197
98,308
99,496
100,72
101,106
102,845
103,1
104,544
105,57
106,187
107,502
108,180
109,177
110,335
111,980
112,669
113,307
114,929
115,192
116,878
117,26
118,501
119,550
120,730
121,532
122,129
123,140
124,15
125,354
126,31
127,374
128,636
129,926
130,953
131,576
132,44
133,306
134,749
135,2
136,71
137,588
138,759
139,967
140,481
141,893
142,358
143,78
144,960
145,58
146,959
147,670
148,788
149,536
150,173
151,763
152,921
153,338
154,738
155,788
156,345
157,767
158,133
159,940
160,391
161,4
162,108
163,106
164,34
165,255
166,263
167,418
168,699
169,830
170,489
171,951
172,924
173,420
174,855
175,90
176,150
177,187
178,512
179,830
180,978
181,973
182,186
183,987
184,689
185,851
186,219
187,685
188,203
189,624
190,189
191,780
192,74
193,369
194,534
195,337
196,644
197,959
198,229
199,139
200,36
201,285
202,438
203,32
204,616
205,947
206,890
207,13
208,670
209,506
210,859
211,60
212,146
213,292
214,624
215,732
216,503
217,234
218,36
219,56
220,564
221,398
222,158
223,876
224,41
225,24
226,289
227,322
228,283
229,532
230,913
231,903
232,99
233,179
234,399
235,941
236,238
237,572
238,684
239,403
240,288
241,265
242,310
243,284
244,236
245,184
246,129
247,200
248,727
249,142
250,257
251,622
252,918
253,242
254,823
255,523
256,346
257,57
258,722
259,26
260,51
261,848
262,633
263,251
264,905
265,824
266,690
267,344
268,393
269,283
270,540
271,300
272,440
273,708
274,780
275,117
276,676
277,569
278,432
279,516
280,829
281,971
282,316
283,147
284,727
285,243
286,124
287,279
288,311
289,937
290,656
291,901
292,499
293,866
294,571
295,843
296,531
297,119
298,124
299,981
300,420
301,669
302,488
303,589
304,308
305,881
306,520
307,173
308,74
309,24
310,102
311,7
312,537
313,563
314,93
315,505
316,555
317,984
318,992
319,601
320,560
321,754
322,423
323,509
324,804
325,721
326,644
327,829
328,716
329,868
330,400
331,41
332,460
333,384
334,388
335,727
336,355
337,215
338,501
339,200
340,690
341,508
342,375
343,151
344,549
345,392
346,907
347,949
348,405
349,284
350,125
351,60
352,285
353,828
354,338
355,306
356,337
357,566
358,103
359,821
360,78
361,371
362,122
363,157
364,446
365,209
366,330
367,825
368,696
369,886
370,81
371,644
372,188
373,594
374,123
375,374
376,869
377,708
378,275
379,502
380,358
381,264
382,580
383,386
384,667
385,151
386,383
387,19
388,136
389,537
390,411
391,724
392,211
393,573
394,634
395,834
396,24
397,821
398,134
399,810
