pid,duration
1,9
2,7
3,10
4,9
5,6
6,5
7,8
8,8
9,9
10,5
11,7
12,9
13,9
14,10
15,1
16,10
17,7
18,6
19,10
20,5
21,3
22,1
23,8
24,9
25,4
26,1
27,8
28,10
29,3
30,1
31,1
32,2
33,9
34,1
35,4
36,10
37,10
38,7
39,7
40,1
41,3
42,7
43,1
44,2
45,10
46,5
47,10
48,5
49,3
50,2
51,9
52,1
53,10
54,8
55,4
56,7
57,2
58,2
59,5
60,3
61,6
62,4
63,6
64,6
65,3
66,10
67,7
68,9
69,1
70,5
71,2
72,6
73,8
74,2
75,1
76,2
77,9
78,2
79,4
80,4
81,5
82,10
83,3
84,7
85,9
86,5
87,5
88,3
89,4
90,2
91,10
92,4
93,6
94,3
95,2
96,1
97,2
98,8
99,2
100,7
101,6
102,1
103,4
104,9
105,10
106,1
107,10
108,6
109,1
110,4
111,3
112,6
113,10
114,4
115,1
116,4
117,10
118,9
119,5
120,5
121,6
122,3
123,7
124,2
125,9
126,5
127,6
128,5
129,5
130,4
131,10
132,8
133,1
134,8
135,9
136,8
137,8
138,3
139,7
140,2
141,4
142,7
143,4
144,7
145,1
146,6
147,2
148,6
149,10
150,7
151,6
152,6
153,8
154,3
155,9
156,4
157,3
158,3
159,7
160,4
161,7
162,2
163,8
164,3
165,7
166,7
167,6
168,1
169,1
170,10
171,8
172,9
173,4
174,2
175,10
176,5
177,1
178,8
179,4
180,3
181,7
182,6
183,7
184,3
185,8
186,6
187,4
188,1
189,10
190,7
191,7
192,7
193,10
194,5
195,1
196,3
197,4
198,3
199,4
200,3
201,3
202,8
203,3
204,6
205,7
206,7
207,3
208,2
209,4
210,7
211,1
212,2
213,10
214,9
215,7
216,1
217,8
218,1
219,1
220,7
221,4
222,1
223,9
224,3
225,1
226,7
227,8
228,3
229,9
230,9
231,7
232,3
233,7
234,4
235,8
236,7
237,1
238,4
239,2
240,8
241,8
242,5
243,2
244,7
245,8
246,3
247,1
248,1
249,9
250,10
251,9
252,4
253,3
254,4
255,2
256,5
257,5
258,8
259,4
260,9
261,4
262,1
263,4
264,4
265,10
266,1
267,3
268,10
269,8
270,5
271,3
272,9
273,2
274,7
275,10
276,8
277,7
278,2
279,10
280,9
281,10
282,1
283,5
284,3
285,8
286,8
287,5
288,10
289,7
290,5
291,10
292,5
293,7
294,5
295,9
296,8
297,7
298,10
299,7
300,8
301,5
302,7
303,7
304,4
305,6
306,4
307,10
308,9
309,5
310,9
311,4
312,6
313,10
314,4
315,6
316,4
317,7
318,10
319,2
320,6
321,6
322,9
323,7
324,7
325,4
326,2
327,7
328,5
329,5
330,5
331,5
332,8
333,7
334,9
335,6
336,2
337,1
338,4
339,7
340,8
341,1
342,10
343,1
344,4
345,3
346,1
347,5
348,4
349,7
350,4
351,2
352,7
353,6
354,6
355,4
356,2
357,3
358,10
359,4
360,2
361,1
362,8
363,7
364,2
365,2
366,9
367,3
368,4
369,2
370,6
371,5
372,1
373,10
374,4
375,1
376,3
377,5
378,7
379,2
380,3
381,4
382,1
383,8
384,7
385,2
386,8
387,10
388,3
389,4
390,7
391,10
392,8
393,5
394,5
395,3
396,8
397,7
398,9
399,9
400,9
401,10
402,2
403,9
404,6
405,5
406,10
407,2
408,10
409,6
410,2
411,2
412,1
413,4
414,9
415,8
416,1
417,1
418,6
419,4
420,4
421,1
422,2
423,10
424,2
425,8
426,10
427,3
428,1
429,5
430,9
431,3
432,8
433,8
434,9
435,3
436,10
437,6
438,2
439,6
440,3
441,1
442,1
443,3
444,9
445,7
446,10
447,7
448,1
449,8
450,9
451,1
452,8
453,1
454,7
455,4
456,8
457,4
458,8
459,6
460,10
461,2
462,7
463,5
464,8
465,3
466,2
467,6
468,10
469,4
470,10
471,3
472,1
473,7
474,7
475,10
476,1
477,2
478,8
479,4
480,5
481,9
482,4
483,1
484,2
485,10
486,5
487,8
488,8
489,8
490,3
491,2
492,10
493,1
494,10
495,10
496,8
497,6
498,5
499,1
500,4
