pid,duration
1,5
2,19
3,27
4,54
5,86
6,13
7,97
8,33
9,100
10,17
11,9
12,31
13,15
14,15
15,52
16,67
17,62
18,65
19,94
20,4
21,89
22,52
23,2
24,75
25,49
26,22
27,91
28,86
29,64
30,9
31,91
32,56
33,69
34,26
35,11
36,80
37,44
38,7
39,11
40,25
41,4
42,83
43,26
44,87
45,96
46,98
47,23
48,16
49,86
50,88
51,16
52,52
53,14
54,2
55,8
56,2
57,16
58,67
59,83
60,100
61,64
62,67
63,56
64,96
65,60
66,89
67,68
68,76
69,34
70,40
71,88
72,13
73,85
74,42
75,42
76,79
77,48
78,98
79,29
80,40
81,59
82,96
83,88
84,33
85,68
86,94
87,90
88,28
89,26
90,44
91,95
92,70
93,53
94,79
95,69
96,20
97,58
98,10
99,74
100,14
