pid,duration
1,98
2,99
3,47
4,80
5,73
6,71
7,27
8,16
9,47
10,91
11,80
12,83
13,92
14,62
15,74
16,76
17,31
18,95
19,13
20,51
21,84
22,50
23,63
24,84
25,72
26,66
27,25
28,52
29,77
30,7
31,71
32,41
33,60
34,48
35,68
36,93
37,56
38,34
39,60
40,90
41,70
42,45
43,15
44,49
45,80
46,57
47,76
48,37
49,89
50,8
51,24
52,38
53,70
54,46
55,97
56,18
57,17
58,42
59,91
60,52
61,17
62,61
63,99
64,88
65,24
66,30
67,33
68,77
69,77
70,60
71,50
72,52
73,65
74,34
75,25
76,4
77,89
78,13
79,39
80,5
81,25
82,31
83,17
84,69
85,10
86,99
87,40
88,67
89,61
90,36
91,86
92,27
93,67
94,29
95,33
96,36
97,43
98,42
99,1
100,18
