pid,duration
1,91
2,86
3,72
4,4
5,94
6,16
7,67
8,39
9,4
10,33
11,79
12,56
13,91
14,54
15,1
16,66
17,63
18,42
19,70
20,80
21,23
22,44
23,65
24,52
25,10
26,22
27,35
28,83
29,53
30,87
31,58
32,66
33,20
34,76
35,63
36,73
37,30
38,82
39,89
40,71
41,23
42,92
43,11
44,59
45,40
46,8
47,51
48,49
49,21
50,49
51,49
52,11
53,83
54,55
55,1
56,41
57,77
58,47
59,76
60,18
61,65
62,100
63,51
64,98
65,40
66,78
67,28
68,57
69,71
70,53
71,86
72,25
73,48
74,71
75,64
76,31
77,2
78,34
79,1
80,13
81,47
82,6
83,53
84,47
85,53
86,29
87,53
88,83
89,65
90,56
91,37
92,17
93,7
94,83
95,90
96,30
97,53
98,58
99,41
100,51
