pid,duration
1,319
2,446
3,490
4,879
5,126
6,464
7,331
8,777
9,305
10,659
11,691
12,194
13,591
14,671
15,661
16,881
17,552
18,519
19,341
20,3
21,924
22,632
23,979
24,180
25,131
26,350
27,180
28,798
29,528
30,743
31,858
32,733
33,609
34,543
35,900
36,701
37,843
38,46
39,876
40,179
41,689
42,878
43,751
44,492
45,157
46,215
47,89
48,330
49,157
50,128
51,25
52,327
53,529
54,174
55,749
56,986
57,998
58,370
59,484
60,225
61,542
62,32
63,986
64,272
65,582
66,21
67,817
68,359
69,696
70,592
71,931
72,362
73,556
74,244
75,481
76,30
77,874
78,144
79,888
80,776
81,768
82,884
83,417
84,541
85,750
86,11
87,47
88,37
89,580
90,286
91,342
92,779
93,832
94,207
95,33
96,195
97,839
98,744
99,964
100,884
