pid,duration
1,163
2,471
3,242
4,526
5,377
6,795
7,351
8,694
9,233
10,403
11,842
12,173
13,818
14,759
15,603
16,867
17,336
18,491
19,149
20,5
21,18
22,736
23,907
24,364
25,175
26,693
27,27
28,224
29,922
30,247
31,460
32,108
33,978
34,410
35,516
36,198
37,540
38,348
39,691
40,122
41,544
42,540
43,195
44,216
45,896
46,642
47,852
48,437
49,312
50,411
51,792
52,264
53,506
54,746
55,952
56,776
57,968
58,435
59,508
60,975
61,94
62,701
63,101
64,154
65,775
66,727
67,920
68,7
69,898
70,531
71,780
72,188
73,314
74,854
75,732
76,929
77,873
78,248
79,658
80,672
81,680
82,119
83,535
84,211
85,294
86,51
87,34
88,624
89,221
90,87
91,85
92,69
93,99
94,441
95,19
96,586
97,518
98,906
99,91
100,925
