pid,duration
1,121
2,57
3,489
4,2
5,798
6,695
7,982
8,554
9,919
10,54
11,978
12,410
13,405
14,853
15,219
16,775
17,15
18,902
19,499
20,963
21,190
22,25
23,852
24,168
25,569
26,493
27,284
28,280
29,964
30,247
31,306
32,879
33,947
34,932
35,248
36,94
37,211
38,712
39,252
40,515
41,903
42,891
43,28
44,461
45,491
46,912
47,796
48,915
49,50
50,559
51,707
52,763
53,625
54,623
55,808
56,424
57,144
58,168
59,633
60,152
61,488
62,316
63,678
64,138
65,306
66,271
67,70
68,249
69,562
70,778
71,664
72,696
73,711
74,126
75,317
76,550
77,966
78,834
79,197
80,960
81,764
82,584
83,629
84,22
85,938
86,462
87,731
88,352
89,466
90,185
91,701
92,193
93,566
94,637
95,963
96,849
97,615
98,902
99,28
100,932
