pid,duration
1,77
2,100
3,16
4,92
5,14
6,100
7,87
8,37
9,55
10,12
11,6
12,61
13,68
14,99
15,36
16,4
17,67
18,47
19,39
20,44
21,98
22,27
23,98
24,25
25,13
26,11
27,8
28,38
29,60
30,17
31,42
32,29
33,80
34,9
35,30
36,67
37,94
38,27
39,10
40,85
41,12
42,7
43,11
44,15
45,59
46,39
47,70
48,16
49,60
50,91
51,6
52,28
53,74
54,52
55,99
56,36
57,71
58,90
59,46
60,62
61,61
62,79
63,93
64,81
65,99
66,50
67,35
68,10
69,58
70,85
71,97
72,52
73,51
74,63
75,62
76,33
77,42
78,37
79,38
80,68
81,2
82,85
83,13
84,90
85,35
86,20
87,7
88,23
89,72
90,29
91,35
92,74
93,68
94,73
95,93
96,72
97,52
98,52
99,15
100,92
101,56
102,63
103,80
104,34
105,18
106,47
107,7
108,23
109,33
110,7
111,35
112,11
113,20
114,18
115,37
116,43
117,98
118,20
119,1
120,61
121,39
122,2
123,76
124,19
125,55
126,37
127,43
128,59
129,26
130,64
131,45
132,32
133,87
134,28
135,36
136,90
137,90
138,37
139,25
140,51
141,60
142,16
143,18
144,82
145,3
146,51
147,36
148,17
149,39
150,22
151,70
152,57
153,64
154,96
155,65
156,86
157,84
158,49
159,30
160,51
161,49
162,31
163,28
164,60
165,64
166,76
167,21
168,7
169,16
170,7
171,67
172,87
173,21
174,18
175,52
176,32
177,20
178,78
179,1
180,82
181,77
182,49
183,45
184,11
185,99
186,99
187,56
188,63
189,82
190,83
191,62
192,45
193,84
194,52
195,11
196,27
197,61
198,60
199,19
200,2
201,81
202,35
203,66
204,55
205,17
206,32
207,40
208,19
209,7
210,5
211,35
212,8
213,14
214,66
215,56
216,74
217,78
218,38
219,19
220,34
221,65
222,27
223,44
224,69
225,20
226,64
227,56
228,71
229,45
230,11
231,5
232,77
233,30
234,18
235,36
236,39
237,33
238,38
239,8
240,45
241,20
242,73
243,83
244,50
245,50
246,30
247,19
248,90
249,68
250,45
251,25
252,4
253,86
254,11
255,42
256,25
257,60
258,8
259,99
260,16
261,25
262,27
263,10
264,27
265,7
266,83
267,64
268,81
269,59
270,80
271,57
272,38
273,9
274,63
275,100
276,10
277,83
278,94
279,83
280,46
281,79
282,14
283,79
284,87
285,66
286,81
287,50
288,38
289,63
290,58
291,93
292,19
293,40
294,22
295,83
296,33
297,30
298,88
299,64
300,78
301,55
302,33
303,46
304,31
305,66
306,64
307,76
308,45
309,88
310,40
311,100
312,86
313,90
314,17
315,80
316,51
317,58
318,71
319,45
320,34
321,54
322,84
323,58
324,80
325,15
326,29
327,18
328,27
329,26
330,57
331,25
332,72
333,46
334,22
335,37
336,61
337,18
338,58
339,72
340,64
341,52
342,20
343,78
344,84
345,20
346,24
347,93
348,15
349,32
350,31
351,70
352,23
353,10
354,100
355,17
356,65
357,68
358,86
359,96
360,41
361,33
362,22
363,34
364,69
365,50
366,17
367,24
368,38
369,86
370,2
371,84
372,29
373,19
374,8
375,26
376,86
377,51
378,31
379,68
380,56
381,9
382,31
383,94
384,68
385,66
386,8
387,33
388,9
389,80
390,53
391,48
392,70
393,56
394,55
395,20
396,14
397,9
398,75
399,74
400,69
401,2
402,11
403,42
404,89
405,31
406,54
407,95
408,81
409,99
410,85
411,16
412,41
413,48
414,93
415,60
416,82
417,68
418,84
419,32
420,83
421,61
422,87
423,73
424,69
425,66
426,44
427,94
428,79
429,68
430,65
431,57
432,90
433,30
434,2
435,29
436,24
437,19
438,98
439,74
440,11
441,59
442,51
443,55
444,60
445,1
446,60
447,30
448,89
449,82
450,80
451,95
452,28
453,23
454,5
455,17
456,46
457,95
458,21
459,86
460,86
461,4
462,31
463,42
464,4
465,34
466,71
467,98
468,57
469,2
470,47
471,32
472,16
473,92
474,10
475,10
476,86
477,34
478,12
479,28
480,43
481,34
482,67
483,14
484,73
485,6
486,42
487,89
488,4
489,74
490,60
491,39
492,98
493,84
494,40
495,99
496,71
497,64
498,8
499,35
500,11
501,83
502,88
503,89
504,86
505,88
506,4
507,42
508,66
509,87
510,45
511,87
512,54
513,62
514,3
515,50
516,68
517,11
518,8
519,69
520,77
521,65
522,92
523,69
524,49
525,73
526,8
527,75
528,69
529,19
530,80
531,78
532,55
533,100
534,4
535,17
536,83
537,78
538,93
539,50
540,66
541,8
542,26
543,95
544,2
545,21
546,21
547,79
548,17
549,77
550,84
551,39
552,26
553,86
554,99
555,19
556,51
557,12
558,85
559,81
560,22
561,75
562,80
563,21
564,76
565,16
566,74
567,82
568,90
569,84
570,10
571,38
572,91
573,73
574,90
575,40
576,98
577,80
578,12
579,55
580,94
581,42
582,12
583,100
584,100
585,60
586,47
587,90
588,86
589,43
590,68
591,73
592,1
593,56
594,63
595,38
596,82
597,68
598,23
599,91
600,52
601,4
602,22
603,5
604,19
605,30
606,83
607,81
608,67
609,88
610,87
611,40
612,22
613,23
614,3
615,71
616,82
617,54
618,50
619,21
620,28
621,3
622,19
623,91
624,51
625,97
626,56
627,39
628,94
629,24
630,55
631,25
632,49
633,97
634,93
635,81
636,73
637,67
638,87
639,2
640,54
641,34
642,66
643,73
644,39
645,76
646,21
647,34
648,49
649,31
650,21
651,56
652,33
653,17
654,33
655,87
656,93
657,44
658,80
659,47
660,37
661,11
662,87
663,60
664,55
665,65
666,90
667,7
668,96
669,25
670,49
671,12
672,11
673,20
674,51
675,2
676,78
677,45
678,60
679,17
680,82
681,39
682,7
683,74
684,15
685,49
686,49
687,64
688,24
689,19
690,44
691,50
692,14
693,57
694,53
695,45
696,15
697,1
698,72
699,91
700,18
701,30
702,25
703,17
704,29
705,81
706,93
707,71
708,17
709,68
710,74
711,58
712,20
713,90
714,68
715,40
716,70
717,70
718,41
719,70
720,38
721,86
722,30
723,65
724,30
725,57
726,73
727,41
728,45
729,70
730,16
731,98
732,14
733,13
734,78
735,56
736,10
737,35
738,39
739,95
740,33
741,17
742,97
743,86
744,60
745,93
746,6
747,12
748,65
749,53
750,9
751,35
752,6
753,57
754,21
755,70
756,8
757,78
758,3
759,65
760,66
761,54
762,56
763,9
764,19
765,3
766,48
767,64
768,9
769,98
770,51
771,27
772,83
773,26
774,62
775,87
776,85
777,4
778,57
779,30
780,37
781,36
782,30
783,46
784,8
785,55
786,2
787,93
788,98
789,46
790,69
791,66
792,98
793,5
794,78
795,8
796,47
797,72
798,3
799,70
800,38
801,38
802,47
803,33
804,4
805,41
806,32
807,44
808,93
809,48
810,80
811,73
812,66
813,98
814,29
815,92
816,5
817,86
818,68
819,95
820,20
821,88
822,1
823,26
824,74
825,71
826,25
827,66
828,58
