pid,duration
1,81
2,100
3,79
4,97
5,70
6,25
7,2
8,66
9,5
10,55
11,41
12,31
13,65
14,75
15,24
16,57
17,15
18,55
19,54
20,6
21,37
22,58
23,70
24,1
25,22
26,74
27,8
28,39
29,31
30,32
31,53
32,89
33,19
34,7
35,46
36,38
37,78
38,55
39,18
40,33
41,39
42,13
43,93
44,66
45,5
46,43
47,19
48,97
49,94
50,91
51,98
52,25
53,23
54,95
55,22
56,48
57,62
58,52
59,13
60,85
61,42
62,10
63,1
64,58
65,90
66,13
67,98
68,79
69,87
70,55
71,78
72,43
73,4
74,87
75,44
76,55
77,9
78,89
79,74
80,28
81,98
82,28
83,69
84,59
85,2
86,20
87,53
88,39
89,54
90,5
91,71
92,71
93,64
94,78
95,2
96,15
97,34
98,90
99,77
100,14
101,10
102,65
103,86
104,46
105,32
106,36
107,66
108,99
109,60
110,15
111,26
112,71
113,27
114,23
115,12
116,33
117,69
118,13
119,80
120,100
121,27
122,37
123,70
124,48
125,45
126,6
127,56
128,12
129,35
130,68
131,52
132,33
133,43
134,7
135,31
136,84
137,92
138,92
139,67
140,84
141,13
142,94
143,23
144,56
145,35
146,71
147,52
148,31
149,5
150,59
151,58
152,49
153,61
154,54
155,56
156,95
157,83
158,20
159,10
160,90
161,32
162,92
163,72
164,87
165,64
166,10
167,20
168,78
169,38
170,35
171,81
172,24
173,98
174,92
175,5
176,34
177,98
178,69
179,25
180,20
181,78
182,10
183,7
184,73
185,17
186,26
187,99
188,90
189,37
190,20
191,48
192,64
193,7
194,94
195,61
196,59
197,7
198,57
199,29
200,80
201,21
202,67
203,88
204,35
205,36
206,6
207,93
208,78
209,53
210,26
211,89
212,71
213,7
214,3
215,22
216,98
217,63
218,30
219,45
220,84
221,22
222,92
223,99
224,32
225,9
226,33
227,21
228,42
229,49
230,26
231,51
232,87
233,33
234,87
235,46
236,64
237,87
238,49
239,96
240,2
241,66
242,63
243,29
244,65
245,9
246,98
247,95
248,9
249,53
250,13
251,13
252,2
253,18
254,88
255,85
256,41
257,13
258,46
259,3
260,66
261,19
262,53
263,42
264,30
265,90
266,6
267,91
268,74
269,36
270,24
271,6
272,88
273,9
274,81
275,5
276,38
277,99
278,61
279,97
280,16
281,30
282,2
283,26
284,33
285,48
286,22
287,24
288,25
289,92
290,94
291,55
292,39
293,39
294,86
295,85
296,17
297,41
298,15
299,47
300,97
301,76
302,63
303,22
304,28
305,91
306,35
307,42
308,95
309,94
310,15
311,17
312,50
313,89
314,34
315,11
316,74
317,33
318,27
319,99
320,57
321,78
322,3
323,48
324,62
325,83
326,75
327,76
328,2
329,15
330,16
331,46
332,5
333,23
334,26
335,92
336,36
337,25
338,33
339,99
340,68
341,12
342,64
343,64
344,98
345,69
346,19
347,1
348,3
349,45
350,41
351,95
352,2
353,47
354,70
355,35
356,20
357,60
358,12
359,69
360,66
361,32
362,16
363,75
364,96
365,84
366,26
367,69
368,23
369,86
370,52
371,69
372,40
373,23
374,94
375,67
376,83
377,29
378,92
379,94
380,46
381,49
382,40
383,97
384,37
385,88
386,65
387,76
388,2
389,73
390,42
391,83
392,69
393,14
394,17
395,28
396,58
397,47
398,25
399,45
400,12
401,40
402,40
403,71
404,40
405,24
406,35
407,99
408,33
409,63
410,32
411,5
412,13
413,4
414,1
415,14
416,47
417,26
418,16
419,23
420,10
421,83
422,24
423,25
424,68
425,67
426,74
427,8
428,45
429,71
430,17
431,82
432,63
433,64
434,5
435,77
436,22
437,98
438,84
439,90
440,43
441,47
442,43
443,48
444,26
445,18
446,90
447,80
448,58
449,95
450,39
451,86
452,26
453,36
454,74
455,80
456,56
457,7
458,38
459,58
460,5
461,46
462,92
463,77
464,93
465,13
466,20
467,43
468,79
469,77
470,55
471,81
472,58
473,61
474,84
475,9
476,15
477,92
478,11
479,31
480,34
481,32
482,87
483,100
484,92
485,36
486,50
487,25
488,35
489,43
490,42
491,62
492,18
493,69
494,55
495,99
496,39
497,40
498,99
499,37
500,92
501,45
502,65
503,4
504,24
505,94
506,69
507,79
508,54
509,73
510,24
511,88
512,79
513,50
514,96
515,93
516,92
517,28
518,34
519,67
520,20
521,75
522,36
523,88
524,88
525,36
526,39
527,20
528,22
529,14
530,11
531,42
532,70
533,99
534,37
535,34
536,1
537,38
538,35
539,95
540,39
541,22
542,93
543,69
544,21
545,71
546,51
547,38
548,100
549,85
550,37
551,79
552,70
553,57
554,42
555,48
556,15
557,15
558,4
559,53
560,58
561,36
562,67
563,88
564,25
565,30
566,50
567,33
568,2
569,96
570,78
571,58
572,63
573,64
574,45
575,57
576,56
577,59
578,78
579,37
580,27
581,4
582,78
583,32
584,21
585,63
586,8
587,35
588,68
589,97
590,70
591,3
592,94
593,29
594,70
595,69
596,57
597,10
598,19
599,16
600,74
601,14
602,48
603,54
604,65
605,30
606,23
607,53
608,81
609,7
610,66
611,63
612,65
613,45
614,83
615,3
616,32
617,59
618,16
619,92
620,91
621,26
622,77
623,8
624,22
625,62
626,6
627,48
628,72
629,28
630,31
631,40
632,89
633,44
634,4
635,50
636,17
637,55
638,34
639,77
640,33
641,98
642,98
643,91
644,33
645,1
646,70
647,40
648,1
649,18
650,50
651,82
652,65
653,50
654,19
655,84
656,84
657,9
658,11
659,68
660,40
661,96
662,44
663,89
664,88
665,57
666,51
667,38
668,62
669,13
670,100
671,85
672,75
673,60
674,5
675,10
676,5
677,21
678,57
679,40
680,55
681,3
682,26
683,74
684,71
685,46
686,66
687,12
688,46
689,72
690,99
691,50
692,14
693,51
694,12
695,59
696,33
697,3
698,43
699,30
700,41
701,100
702,98
703,15
704,7
705,41
706,90
707,15
708,35
709,51
710,44
711,33
712,13
713,66
714,71
715,60
716,95
717,77
718,75
719,86
720,22
721,12
722,54
723,53
724,83
725,10
726,8
727,6
728,41
